	Hero_ID	Last Played	Games	Win	With Games	With win	Against Games	Against Win	Player ID
561	61	0	0	0	14	5	23	12	201671352
562	84	0	0	0	38	23	48	21	201671352
563	55	0	0	0	11	4	17	8	201671352
564	86	0	0	0	35	16	46	26	201671352
565	103	0	0	0	12	6	15	8	201671352
566	68	0	0	0	21	12	23	17	201671352
567	57	0	0	0	27	10	49	27	201671352
568	58	0	0	0	22	12	26	15	201671352
569	107	0	0	0	6	2	13	6	201671352
570	38	0	0	0	10	8	9	3	201671352
571	109	0	0	0	32	13	27	17	201671352
572	110	0	0	0	7	6	21	12	201671352
573	64	0	0	0	23	15	33	13	201671352
574	112	0	0	0	9	5	12	7	201671352
575	113	0	0	0	1	1	1	0	201671352
576	114	0	0	0	1	1	1	1	201671352
577	119	0	0	0	1	0	0	0	201671352
578	120	0	0	0	0	0	0	0	201671352
579	121	0	0	0	1	1	0	0	201671352
580	11	1525850596	93	45	182	100	131	78	192073815
581	93	1518065106	76	52	142	75	124	54	192073815
582	104	1520798003	60	28	101	49	144	77	192073815
583	1	1464023753	56	27	112	49	121	64	192073815
584	53	1525235491	52	25	63	24	80	43	192073815
585	98	1520219819	51	28	35	19	35	22	192073815
586	35	1524780883	50	26	154	88	231	119	192073815
587	8	1525317324	49	29	150	78	207	106	192073815
588	17	1525211503	44	22	77	36	90	53	192073815
589	6	1520968086	39	24	64	32	88	47	192073815
590	72	1525150292	39	19	33	14	65	33	192073815
591	21	1467312805	39	21	191	101	170	92	192073815
592	73	1465663135	39	18	80	43	83	42	192073815
593	14	1524797555	36	18	331	178	242	129	192073815
594	62	1521859290	34	19	54	19	86	51	192073815
595	25	1459877243	33	11	77	38	95	51	192073815
596	10	1464368574	33	13	28	13	33	19	192073815
597	2	1524603134	32	18	84	52	110	57	192073815
598	63	1525232051	28	14	37	24	68	43	192073815
599	56	1465927933	25	13	28	12	48	27	192073815
600	54	1516126933	25	15	44	16	78	44	192073815
601	44	1525146646	25	16	145	83	225	116	192073815
602	22	1464718803	23	18	97	60	125	57	192073815
603	88	1463770419	23	9	33	18	47	29	192073815
604	50	1465934711	22	16	118	72	79	36	192073815
605	67	1461393867	21	10	93	54	112	57	192073815
606	7	1525412471	21	14	187	97	190	87	192073815
607	41	1441738368	20	10	94	49	105	59	192073815
608	97	1462725160	20	12	46	26	72	32	192073815
609	26	1526015674	19	6	150	69	145	78	192073815
610	99	1525314368	18	10	59	27	93	55	192073815
611	94	1465750862	17	11	52	26	66	37	192073815
612	47	1517353316	17	9	67	35	102	46	192073815
613	78	1447313858	16	10	13	3	28	17	192073815
614	76	1460282630	16	8	35	16	46	24	192073815
615	28	1462625347	16	12	78	45	97	53	192073815
616	95	1463177921	16	9	30	17	56	26	192073815
617	64	1450032547	15	9	63	34	39	25	192073815
618	106	1459533008	15	4	60	23	79	43	192073815
619	74	1424704115	15	1	151	78	208	103	192073815
620	23	1525302462	14	6	89	45	62	34	192073815
621	18	1468775583	14	7	70	35	127	55	192073815
622	39	1449681512	13	7	49	24	106	46	192073815
623	20	1526018713	12	4	64	35	73	28	192073815
624	57	1466016061	12	7	57	29	92	47	192073815
625	52	1465907227	12	9	23	15	37	15	192073815
626	49	1458641561	12	5	36	19	60	33	192073815
627	19	1466078661	11	4	62	31	81	46	192073815
628	77	1438277394	11	6	19	8	16	7	192073815
629	9	1521753176	10	5	132	69	179	85	192073815
630	42	1468946440	9	6	50	24	100	36	192073815
631	46	1453317769	9	2	24	13	63	34	192073815
632	105	1439484578	8	2	55	33	47	28	192073815
633	16	1461573392	8	4	103	57	68	42	192073815
634	12	1466020399	8	2	39	18	65	32	192073815
635	36	1463642886	8	0	74	45	106	47	192073815
636	4	1450204217	8	6	82	44	105	60	192073815
637	15	1520906381	8	5	45	23	36	18	192073815
638	75	1447265079	8	4	81	42	85	30	192073815
639	30	1463334211	8	7	119	66	112	55	192073815
640	68	1524963634	8	4	45	22	61	34	192073815
641	59	1459965827	7	3	57	25	67	41	192073815
642	55	1467999314	7	5	18	9	22	14	192073815
643	110	1464175321	7	5	15	4	23	9	192073815
644	34	1444028904	7	3	80	37	95	54	192073815
645	60	1454581243	6	4	16	10	37	17	192073815
646	51	1461083394	6	4	48	23	42	22	192073815
647	32	1441473746	6	3	92	47	138	54	192073815
648	80	1465666522	6	4	17	9	20	10	192073815
649	86	1524772292	6	1	58	21	92	53	192073815
650	112	1441019539	6	3	15	7	36	20	192073815
651	5	1450456140	5	2	54	30	137	66	192073815
652	83	1459364303	5	2	23	11	31	18	192073815
653	70	1459019160	5	2	43	22	73	35	192073815
654	48	1454922102	5	1	42	19	45	25	192073815
655	69	1462733423	5	3	24	10	56	30	192073815
656	101	1459445281	5	1	73	33	57	33	192073815
657	71	1461519872	4	3	69	48	107	55	192073815
658	84	1459326516	4	3	68	34	114	60	192073815
659	61	1441704014	4	0	11	3	18	13	192073815
660	96	1465904173	4	3	31	20	65	31	192073815
661	29	1465910843	4	2	46	24	77	38	192073815
662	40	1452963771	4	3	18	8	36	20	192073815
663	100	1441487030	4	2	70	39	77	40	192073815
664	91	1424273292	4	2	26	10	16	12	192073815
665	90	1525999722	3	1	30	12	28	15	192073815
666	43	1467131577	3	1	32	15	55	30	192073815
667	89	1428162512	3	1	12	5	25	14	192073815
668	85	1424547612	3	1	43	20	54	22	192073815
669	79	1464601774	3	1	11	5	15	7	192073815
670	102	1454765343	3	2	43	22	72	35	192073815
671	45	1462693292	2	2	17	10	42	21	192073815
672	107	1450978871	2	1	16	7	22	9	192073815
673	13	1437763978	2	0	33	19	57	33	192073815
674	38	1418405980	2	1	14	9	15	8	192073815
675	109	1429635378	2	0	25	10	29	18	192073815
676	33	1439301122	1	0	27	13	50	25	192073815
677	37	1424117083	1	0	22	14	55	34	192073815
678	82	1421816373	1	0	60	28	39	18	192073815
679	27	1411322617	1	0	59	28	76	40	192073815
680	81	1409755567	1	0	35	20	42	24	192073815
681	58	1459962603	1	0	25	11	31	19	192073815
682	31	1414346958	1	1	37	20	43	18	192073815
683	66	1455646388	1	0	5	2	7	2	192073815
684	3	1439315710	1	0	28	12	18	8	192073815
685	113	1465910272	1	0	10	2	4	2	192073815
686	121	0	0	0	0	0	0	0	192073815
687	65	0	0	0	13	6	21	10	192073815
688	92	0	0	0	7	2	6	4	192073815
689	111	0	0	0	6	3	19	13	192073815
690	87	0	0	0	47	27	60	35	192073815
691	103	0	0	0	13	9	14	5	192073815
692	114	0	0	0	2	1	3	0	192073815
693	119	0	0	0	5	2	2	1	192073815
694	120	0	0	0	1	0	3	2	192073815
695	108	0	0	0	3	1	2	0	192073815
696	14	1455912266	229	132	473	249	685	347	158700450
697	82	1482006105	227	150	59	34	77	38	158700450
698	74	1481546395	152	70	267	137	371	210	158700450
699	6	1480009091	148	85	252	131	320	167	158700450
700	34	1481996883	114	53	137	67	191	118	158700450
701	94	1481584368	113	80	58	33	86	40	158700450
702	11	1475132893	94	61	173	91	187	100	158700450
703	75	1481833185	71	40	87	59	127	58	158700450
704	53	1469470101	71	37	153	58	176	118	158700450
705	59	1481197843	71	39	153	81	190	104	158700450
706	95	1463196739	71	37	90	45	109	60	158700450
707	32	1481388568	67	34	295	169	381	178	158700450
708	4	1474185393	66	46	270	141	375	194	158700450
709	35	1474528417	61	33	507	275	580	292	158700450
710	12	1480916169	61	26	103	49	126	66	158700450
711	57	1481823705	59	35	85	52	89	27	158700450
712	70	1470321627	59	34	137	77	166	81	158700450
713	41	1471446547	54	36	178	91	262	138	158700450
714	18	1474224757	53	25	115	64	186	92	158700450
715	33	1481935175	42	20	45	30	71	39	158700450
716	17	1470946241	40	22	114	54	122	69	158700450
717	76	1480906394	39	18	74	35	84	45	158700450
718	16	1463233998	38	16	102	48	119	63	158700450
719	84	1427021597	37	26	121	77	122	55	158700450
720	9	1476209292	37	20	264	140	380	180	158700450
721	62	1480952850	35	9	153	76	207	133	158700450
722	104	1481579272	34	12	162	80	238	138	158700450
723	90	1470856925	34	15	58	35	87	45	158700450
724	22	1454845478	34	24	163	97	184	76	158700450
725	26	1470004847	32	14	241	124	218	111	158700450
726	45	1478252005	30	16	71	33	80	48	158700450
727	97	1469302960	27	13	56	29	72	37	158700450
728	43	1474561495	24	9	108	60	141	72	158700450
729	27	1417255485	22	14	91	51	119	56	158700450
730	2	1463636330	22	10	272	157	304	159	158700450
731	36	1474625137	22	12	115	62	177	78	158700450
732	73	1473850415	21	8	93	40	122	75	158700450
733	1	1475090721	20	11	145	68	184	113	158700450
734	23	1474618890	20	5	136	76	156	83	158700450
735	30	1469037600	19	10	126	72	164	82	158700450
736	10	1474508324	19	10	79	35	87	57	158700450
737	105	1430479901	18	10	71	46	74	36	158700450
738	25	1424858029	18	8	146	67	165	91	158700450
739	15	1452452444	18	13	71	39	102	58	158700450
740	109	1469992555	18	9	61	35	79	46	158700450
741	42	1455009351	17	10	155	94	195	99	158700450
742	28	1481627747	17	4	110	56	156	87	158700450
743	46	1406563293	16	5	94	46	119	77	158700450
744	31	1419248609	16	7	70	46	94	43	158700450
745	7	1474173455	15	8	211	122	247	141	158700450
746	5	1473833181	15	8	98	42	175	89	158700450
747	63	1426608050	15	4	81	40	120	71	158700450
748	71	1402852409	15	6	162	87	211	113	158700450
749	55	1404845008	14	6	35	20	49	28	158700450
750	99	1470061829	14	8	106	54	135	74	158700450
751	69	1425727405	14	7	80	44	98	55	158700450
752	93	1469445360	14	9	222	104	239	129	158700450
753	19	1471019704	13	8	105	51	132	75	158700450
754	101	1463159367	12	5	109	49	120	81	158700450
755	21	1480016153	12	8	175	100	208	113	158700450
756	61	1475317287	12	2	30	13	51	28	158700450
757	68	1474367727	12	3	55	31	69	36	158700450
758	96	1421185521	12	9	64	30	113	45	158700450
759	54	1470852144	12	7	91	50	118	61	158700450
760	67	1463305039	11	3	103	65	136	65	158700450
761	102	1454922102	11	5	84	53	108	43	158700450
762	85	1433012398	10	4	34	22	53	23	158700450
763	13	1434060222	10	5	83	41	118	73	158700450
764	40	1434052722	10	5	61	30	78	48	158700450
765	44	1423832305	10	5	383	215	454	254	158700450
766	72	1458752646	9	3	45	27	62	40	158700450
767	56	1475871806	9	2	105	52	122	70	158700450
768	83	1474511610	9	5	39	18	47	23	158700450
769	51	1432385198	8	4	107	60	77	33	158700450
770	58	1474179359	8	5	40	16	55	28	158700450
771	47	1452928072	7	3	177	109	200	108	158700450
772	88	1463641252	7	2	93	43	103	54	158700450
773	86	1430491389	6	2	159	73	139	92	158700450
774	106	1458698126	6	2	117	57	109	59	158700450
775	20	1453109157	6	3	111	68	160	72	158700450
776	8	1406985589	6	2	237	130	338	170	158700450
777	79	1423067705	6	2	30	15	35	25	158700450
778	50	1453540362	6	2	64	31	69	31	158700450
779	49	1408972479	6	1	61	33	97	47	158700450
780	48	1471084784	6	3	117	63	117	58	158700450
781	39	1480910536	5	4	109	55	139	86	158700450
782	66	1480962772	4	1	21	10	28	19	158700450
783	52	1432309320	4	0	33	14	40	21	158700450
784	111	1480006299	4	2	17	9	25	18	158700450
785	100	1470059053	4	2	68	35	71	39	158700450
786	37	1408455000	4	2	45	29	64	36	158700450
787	107	1401098652	4	0	61	28	54	30	158700450
788	89	1463129516	4	2	43	18	48	26	158700450
789	87	1466454445	3	1	72	45	70	33	158700450
790	98	1481730789	3	0	90	47	86	56	158700450
791	113	1455192337	3	2	5	3	5	2	158700450
792	29	1471157650	2	2	66	38	98	45	158700450
793	77	1400041208	2	0	70	38	81	39	158700450
794	110	1469903907	2	1	33	18	59	29	158700450
795	64	1473768113	2	0	47	28	84	47	158700450
796	112	1440955420	2	2	17	11	24	12	158700450
797	108	1473802797	1	0	2	1	2	1	158700450
798	103	1400045937	1	0	26	11	35	9	158700450
799	81	1416924116	1	0	52	22	66	37	158700450
800	91	1425056782	1	1	24	15	25	20	158700450
801	3	1399983668	1	1	44	23	41	23	158700450
802	78	1395646385	1	1	38	22	50	30	158700450
803	114	1482008739	1	0	3	1	3	2	158700450
804	121	0	0	0	0	0	0	0	158700450
805	38	0	0	0	33	19	32	15	158700450
806	92	0	0	0	19	6	17	11	158700450
807	80	0	0	0	43	16	54	35	158700450
808	65	0	0	0	49	26	50	28	158700450
809	119	0	0	0	0	0	0	0	158700450
810	120	0	0	0	0	0	0	0	158700450
811	60	0	0	0	68	40	77	37	158700450
812	27	1543506418	96	57	21	13	18	6	168480411
813	34	1543320172	40	17	21	7	36	24	168480411
814	2	1542707332	39	21	30	11	37	17	168480411
815	84	1543067384	27	10	11	7	28	15	168480411
816	8	1542981661	23	9	52	26	36	18	168480411
817	6	1538264788	17	10	22	13	28	12	168480411
818	67	1537416232	15	9	23	13	24	7	168480411
819	48	1529951140	11	6	12	5	11	5	168480411
820	79	1543225495	7	4	5	3	1	1	168480411
821	12	1530023331	5	2	14	6	15	3	168480411
822	1	1532782995	5	2	21	15	38	20	168480411
823	44	1532771991	4	1	35	18	42	24	168480411
824	42	1529477516	4	1	16	8	18	8	168480411
825	113	1542364805	3	1	2	1	1	0	168480411
826	73	1530420462	3	0	11	9	10	7	168480411
827	18	1528278603	3	2	13	6	15	5	168480411
828	37	1533034543	3	1	0	0	5	1	168480411
829	40	1529761822	3	0	5	2	14	5	168480411
830	59	1530361714	2	1	1	1	8	7	168480411
831	14	1541668471	2	1	73	40	93	39	168480411
832	75	1529653114	2	0	10	5	11	9	168480411
833	99	1529406168	2	1	20	9	30	13	168480411
834	101	1542292106	2	0	14	6	5	3	168480411
835	11	1532444267	1	0	39	21	44	22	168480411
836	41	1519638033	1	0	21	12	26	14	168480411
837	28	1527931146	1	0	19	14	17	11	168480411
838	64	1542715615	1	0	4	4	7	4	168480411
839	66	1533037005	1	0	0	0	1	1	168480411
840	35	1521286596	1	1	38	16	64	32	168480411
841	71	1539082699	1	0	13	5	15	9	168480411
842	36	1530455825	1	0	7	3	18	10	168480411
843	74	1530201047	1	1	48	29	62	27	168480411
844	4	1527521259	1	0	12	4	17	10	168480411
845	7	1532097903	1	0	41	13	32	20	168480411
846	81	1520177240	1	0	14	8	16	10	168480411
847	5	1538274881	1	1	26	12	34	16	168480411
848	95	1521346128	1	0	10	4	9	2	168480411
849	32	1536937868	1	1	24	13	31	15	168480411
850	57	1522248140	1	0	6	3	10	1	168480411
851	102	1543050237	1	1	3	0	3	1	168480411
852	103	1532530799	1	1	3	2	0	0	168480411
853	47	1521277301	1	1	9	6	7	4	168480411
854	21	0	0	0	15	9	23	14	168480411
855	45	0	0	0	6	4	5	2	168480411
856	46	0	0	0	6	2	8	5	168480411
857	22	0	0	0	53	33	37	10	168480411
858	23	0	0	0	17	5	19	9	168480411
859	49	0	0	0	11	4	14	5	168480411
860	50	0	0	0	4	2	5	3	168480411
861	51	0	0	0	8	4	3	2	168480411
862	52	0	0	0	3	1	2	1	168480411
863	53	0	0	0	8	3	4	3	168480411
864	54	0	0	0	8	5	9	3	168480411
865	55	0	0	0	0	0	1	0	168480411
866	56	0	0	0	10	5	13	6	168480411
867	25	0	0	0	11	1	9	5	168480411
868	58	0	0	0	3	1	8	2	168480411
869	26	0	0	0	19	8	31	19	168480411
870	3	0	0	0	1	1	2	1	168480411
871	61	0	0	0	4	0	5	2	168480411
872	62	0	0	0	6	3	10	5	168480411
873	63	0	0	0	9	2	16	7	168480411
874	121	0	0	0	4	2	9	6	168480411
875	65	0	0	0	1	0	1	1	168480411
876	29	0	0	0	4	3	12	5	168480411
877	30	0	0	0	11	6	10	2	168480411
878	68	0	0	0	3	0	7	4	168480411
879	69	0	0	0	6	3	3	1	168480411
880	70	0	0	0	8	5	16	8	168480411
881	31	0	0	0	3	2	4	2	168480411
882	72	0	0	0	5	1	5	2	168480411
883	13	0	0	0	12	4	4	3	168480411
884	33	0	0	0	6	3	6	4	168480411
885	9	0	0	0	35	18	47	26	168480411
886	76	0	0	0	8	3	8	8	168480411
887	77	0	0	0	2	0	2	0	168480411
888	78	0	0	0	3	0	3	1	168480411
889	15	0	0	0	3	3	3	2	168480411
890	80	0	0	0	1	0	1	0	168480411
891	16	0	0	0	9	1	14	5	168480411
892	82	0	0	0	6	3	3	0	168480411
893	83	0	0	0	4	2	2	0	168480411
894	17	0	0	0	19	7	24	8	168480411
895	85	0	0	0	4	2	11	1	168480411
896	86	0	0	0	10	4	21	9	168480411
897	87	0	0	0	10	6	7	1	168480411
898	88	0	0	0	7	5	12	5	168480411
899	89	0	0	0	0	0	3	2	168480411
900	90	0	0	0	7	4	9	6	168480411
901	91	0	0	0	2	0	2	2	168480411
902	92	0	0	0	1	0	2	1	168480411
903	93	0	0	0	17	4	26	14	168480411
904	94	0	0	0	12	8	9	3	168480411
905	38	0	0	0	1	1	3	2	168480411
906	96	0	0	0	5	3	10	4	168480411
907	97	0	0	0	5	3	6	3	168480411
908	98	0	0	0	8	5	7	4	168480411
909	39	0	0	0	14	6	14	10	168480411
910	100	0	0	0	7	3	8	3	168480411
911	10	0	0	0	10	6	11	5	168480411
912	19	0	0	0	10	4	6	4	168480411
913	20	0	0	0	8	5	20	11	168480411
914	104	0	0	0	14	5	28	10	168480411
915	105	0	0	0	7	4	11	5	168480411
916	106	0	0	0	9	1	15	8	168480411
917	107	0	0	0	1	0	10	4	168480411
918	108	0	0	0	2	0	10	4	168480411
919	109	0	0	0	7	1	8	5	168480411
920	110	0	0	0	3	1	9	3	168480411
921	111	0	0	0	3	0	2	1	168480411
922	112	0	0	0	6	6	7	4	168480411
923	43	0	0	0	3	1	4	2	168480411
924	114	0	0	0	15	5	20	10	168480411
925	119	0	0	0	9	5	17	10	168480411
926	120	0	0	0	6	2	6	5	168480411
927	60	0	0	0	1	0	6	4	168480411
