	Hero_ID	Last Played	Games	Win	With Games	With win	Against Games	Against Win	Player ID
219	111	1475294242	6	2	66	32	84	48	171179990
220	32	1487418942	6	2	403	207	503	271	171179990
221	63	1489841896	6	3	174	95	221	121	171179990
222	108	1520279331	5	1	19	9	30	17	171179990
223	112	1479952574	5	1	80	48	88	49	171179990
224	85	1477144043	3	2	129	60	141	75	171179990
225	36	1482903716	3	1	284	170	357	159	171179990
226	113	1479965288	2	0	33	11	37	21	171179990
227	114	1483747532	2	1	14	8	18	9	171179990
228	119	1520766672	1	0	3	2	2	0	171179990
229	47	0	0	0	253	141	272	133	171179990
230	120	0	0	0	1	0	1	1	171179990
231	121	0	0	0	0	0	0	0	171179990
232	93	1538239028	292	173	237	122	336	180	95456680
233	4	1538325347	268	166	280	130	350	173	95456680
234	9	1539474791	262	140	515	273	626	274	95456680
235	104	1539469742	168	92	188	100	270	131	95456680
236	21	1506619794	155	72	349	157	392	197	95456680
237	54	1543614325	132	56	209	91	235	115	95456680
238	8	1543216604	120	65	356	192	464	241	95456680
239	88	1537716611	115	64	178	90	225	125	95456680
240	42	1543608416	109	63	223	129	274	125	95456680
241	46	1539637062	101	49	129	56	169	91	95456680
242	44	1539802825	93	45	342	159	528	276	95456680
243	32	1540106190	83	45	257	139	370	172	95456680
244	73	1539640467	81	39	225	111	250	143	95456680
245	62	1514018172	77	35	285	130	321	185	95456680
246	41	1504951409	76	38	291	149	276	128	95456680
247	35	1541952247	75	29	485	252	654	350	95456680
248	14	1540155584	74	36	718	352	832	405	95456680
249	51	1537693048	73	36	169	76	205	90	95456680
250	106	1540108803	66	29	161	71	206	124	95456680
251	36	1542542564	66	41	246	149	282	126	95456680
252	2	1543605945	65	35	273	122	342	187	95456680
253	70	1542539443	65	39	152	89	171	73	95456680
254	63	1539595787	60	38	168	78	214	110	95456680
255	98	1498402637	59	26	145	59	153	90	95456680
256	7	1539947560	58	29	351	188	409	203	95456680
257	69	1542567689	56	25	162	86	200	96	95456680
258	53	1511283467	55	31	280	116	372	206	95456680
259	56	1502737198	54	31	115	47	165	93	95456680
260	23	1539623391	54	20	187	85	267	139	95456680
261	18	1516028316	53	21	193	96	242	119	95456680
262	71	1539793001	52	34	289	180	276	128	95456680
263	28	1535898863	50	25	215	94	229	110	95456680
264	48	1541959828	50	28	175	94	219	86	95456680
265	19	1513541943	49	18	157	81	226	127	95456680
266	39	1485546258	46	23	182	86	284	158	95456680
267	86	1508504375	45	18	273	115	326	178	95456680
268	25	1541590245	45	19	203	115	267	155	95456680
269	95	1537994049	44	22	108	64	156	58	95456680
270	22	1539880199	43	22	245	138	343	161	95456680
271	96	1502904045	43	25	162	97	186	83	95456680
272	11	1509055162	42	26	363	182	408	198	95456680
273	67	1538349150	41	21	213	116	235	103	95456680
274	47	1543209371	41	20	248	124	227	114	95456680
275	72	1500219420	39	19	136	61	135	75	95456680
276	20	1537866153	38	23	228	130	252	104	95456680
277	1	1539940986	38	17	293	135	347	191	95456680
278	6	1543132325	37	16	275	142	333	171	95456680
279	17	1496863036	35	18	219	96	275	138	95456680
280	26	1536485732	34	14	312	153	365	194	95456680
281	75	1538304750	33	12	186	110	275	134	95456680
282	12	1540159735	33	18	193	99	212	97	95456680
283	77	1495396030	32	19	74	41	111	54	95456680
284	68	1503765865	30	16	117	59	153	85	95456680
285	57	1512991799	30	14	149	86	170	70	95456680
286	50	1539795935	30	15	138	72	188	91	95456680
287	102	1513104594	27	17	142	87	170	72	95456680
288	94	1539465261	27	14	122	63	167	85	95456680
289	10	1539600402	26	9	116	39	142	79	95456680
290	16	1538248729	26	7	181	85	255	111	95456680
291	100	1508438078	25	12	126	61	164	93	95456680
292	49	1541954839	25	16	127	69	149	76	95456680
293	59	1543212990	23	8	131	59	203	119	95456680
294	97	1508519262	21	8	144	74	181	98	95456680
295	40	1506191561	21	11	126	75	156	76	95456680
296	65	1443728937	21	10	60	24	91	50	95456680
297	110	1542570800	20	12	54	25	59	30	95456680
298	31	1448439396	19	14	138	79	150	71	95456680
299	111	1503857658	18	7	26	15	44	24	95456680
300	83	1493458254	17	9	100	54	132	62	95456680
301	79	1537029857	17	9	54	23	71	36	95456680
302	74	1485617139	17	4	541	276	680	345	95456680
303	99	1535904279	17	3	152	80	230	118	95456680
304	76	1539616641	16	5	130	55	144	72	95456680
305	60	1513525070	16	7	101	56	127	65	95456680
306	112	1543611488	15	5	70	34	58	31	95456680
307	13	1504281632	15	1	136	58	167	107	95456680
308	101	1488447174	15	7	141	71	172	103	95456680
309	89	1440439775	15	5	57	29	81	36	95456680
310	114	1538335104	14	3	34	15	68	28	95456680
311	84	1495467506	14	7	245	125	228	108	95456680
312	30	1539883187	14	8	175	97	233	96	95456680
313	87	1539591966	14	6	117	58	155	73	95456680
314	109	1515249324	13	7	78	40	95	42	95456680
315	82	1444157606	13	4	77	35	98	58	95456680
316	37	1433008942	12	6	110	51	132	44	95456680
317	90	1504123739	12	3	120	67	156	81	95456680
318	3	1509745111	12	6	67	29	108	62	95456680
319	78	1535872659	11	4	46	18	80	35	95456680
320	81	1509904041	10	5	107	53	141	82	95456680
321	45	1540032311	10	6	86	44	126	63	95456680
322	55	1486841795	10	2	90	44	121	55	95456680
323	34	1540111949	10	4	211	101	255	143	95456680
324	80	1514063260	10	3	76	41	108	56	95456680
325	43	1494138473	9	2	112	61	153	76	95456680
