,comXCoordinates,comYCoordinates,communityArea,communityName,communityNumber
0,"[-87.60914088 -87.60914875 -87.60916112 -87.60916766 -87.60916861
 -87.60915012 -87.60907241 -87.60900627 -87.60896502 -87.60891566
 -87.6088998  -87.60886701 -87.60885143 -87.60881089 -87.60877127
 -87.60872156 -87.6086722  -87.60858153 -87.60847386 -87.60839136
 -87.6082674  -87.60817673 -87.60806913 -87.60801956 -87.60802098
 -87.60799814 -87.60797503 -87.60797666 -87.60797814 -87.60797949
 -87.60794734 -87.60789016 -87.60784934 -87.6077335  -87.6076563
 -87.60757583 -87.60752761 -87.60698398 -87.60667816 -87.60671362
 -87.60699498 -87.6075009  -87.60746118 -87.6074422  -87.60743327
 -87.60743662 -87.60743929 -87.60745016 -87.6074132  -87.60734791
 -87.60721092 -87.60709523 -87.60700485 -87.60694131 -87.60690336
 -87.60682817 -87.60676104 -87.60670127 -87.60666195 -87.60662047
 -87.60658411 -87.60651223 -87.60649228 -87.60646795 -87.60645125
 -87.60615628 -87.60614049 -87.60470984 -87.60427773 -87.60427495
 -87.60418506 -87.60419546 -87.60466703 -87.60613499 -87.60613594
 -87.60612905 -87.60611501 -87.60610096 -87.60607904 -87.60610454
 -87.6060989  -87.60608545 -87.60607168 -87.60601915 -87.6059749
 -87.60591475 -87.60588837 -87.60584679 -87.60577015 -87.60565502
 -87.60551619 -87.60530827 -87.60509187 -87.60482103 -87.60464298
 -87.60455787 -87.60454429 -87.60473439 -87.60503332 -87.60499603
 -87.6049439  -87.60486846 -87.6047456  -87.60463015 -87.60455305
 -87.60443688 -87.60435157 -87.60422718 -87.60407153 -87.60391568
 -87.60375168 -87.603611   -87.60348608 -87.60335368 -87.60322922
 -87.60312848 -87.60301244 -87.6029123  -87.60279653 -87.60270433
 -87.6027054  -87.60273084 -87.60276449 -87.60276542 -87.60273576
 -87.60272954 -87.6027102  -87.60279793 -87.60295002 -87.60583494
 -87.60604988 -87.60620268 -87.60670209 -87.60686721 -87.60721396
 -87.60749036 -87.60828613 -87.60903306 -87.60939574 -87.61063336
 -87.61100083 -87.61100978 -87.61102002 -87.61108241 -87.61127645
 -87.61127693 -87.61129507 -87.61129609 -87.61133107 -87.61141795
 -87.61141941 -87.61148308 -87.61152418 -87.61162668 -87.61168992
 -87.61184009 -87.61188697 -87.61194858 -87.61205794 -87.61212793
 -87.61225564 -87.61237128 -87.61257695 -87.61262427 -87.61307587
 -87.61436404 -87.61514774 -87.61547483 -87.61610923 -87.6167323
 -87.61699682 -87.61725855 -87.61770997 -87.61794973 -87.61821436
 -87.61855132 -87.61886175 -87.61917761 -87.61998817 -87.62039536
 -87.62095332 -87.62160198 -87.62222983 -87.62234637 -87.62240779
 -87.62314672 -87.62426776 -87.62432122 -87.62446432 -87.62482271
 -87.62497216 -87.62531936 -87.62559795 -87.62574361 -87.62591975
 -87.62608003 -87.62642225 -87.62661203 -87.62698709 -87.62722494
 -87.62759341 -87.62773449 -87.6280696  -87.62830656 -87.62861793
 -87.62876532 -87.6289682  -87.62902443 -87.62903126 -87.62903953
 -87.6290456  -87.62909203 -87.62907828 -87.62904768 -87.62898825
 -87.62893521 -87.62892313 -87.62893235 -87.62893683 -87.62894162
 -87.62894615 -87.62894944 -87.62895136 -87.62895345 -87.62895931
 -87.62896232 -87.62896563 -87.62897263 -87.62898034 -87.62898715
 -87.62899259 -87.62899941 -87.62900366 -87.62899568 -87.62914495
 -87.6292449  -87.62938395 -87.62947679 -87.62953048 -87.62956105
 -87.62956551 -87.6295836  -87.6296105  -87.62961561 -87.6296211
 -87.62962752 -87.62964438 -87.62964451 -87.62965495 -87.6296569
 -87.62965717 -87.6296624  -87.62966277 -87.6296873  -87.62969845
 -87.62972206 -87.62973867 -87.62976041 -87.62976267 -87.62978241
 -87.62978732 -87.62979313 -87.6298009  -87.62981523 -87.62982945
 -87.62984201 -87.62985751 -87.62986099 -87.6298631  -87.6298662
 -87.62987554 -87.62988457 -87.62990488 -87.62991425 -87.62992853
 -87.62993061 -87.62994473 -87.62996223 -87.62996524 -87.62996524
 -87.62978701 -87.62946563 -87.62916818 -87.628727   -87.62846069
 -87.62812269 -87.62791754 -87.62765212 -87.62723696 -87.62696087
 -87.62675995 -87.62637709 -87.62626462 -87.62619208 -87.62618269
 -87.62614382 -87.62613207 -87.62610277 -87.62579736 -87.6255389
 -87.6253261  -87.62479326 -87.62446484 -87.62417259 -87.62407958
 -87.6236362  -87.62339191 -87.62213773 -87.62048133 -87.6203306
 -87.6188642  -87.61783988 -87.61767141 -87.61729852 -87.61720985
 -87.61692091 -87.61666118 -87.61661825 -87.61659503 -87.61657183
 -87.61655066 -87.61652627 -87.61650393 -87.61647764 -87.61645799
 -87.61643789 -87.61625955 -87.6162378  -87.6162175  -87.61619627
 -87.61616876 -87.6161394  -87.61610021 -87.61607353 -87.6160352
 -87.6160084  -87.61596181 -87.61511264 -87.61499271 -87.61500079
 -87.61400069 -87.6135011  -87.61240099 -87.61192963 -87.61158089
 -87.6114106  -87.61112256 -87.61091655 -87.60940615 -87.60940949
 -87.60937658 -87.60914088]","[ 41.8446925   41.8446616   41.84458961  41.84451718  41.84445626
  41.84423872  41.84419474  41.84410647  41.84404346  41.84395529
  41.84387362  41.84380438  41.84369761  41.84357185  41.84336452
  41.84330773  41.84321956  41.84307466  41.84294848  41.84282246
  41.84265224  41.84250734  41.84237488  41.84230554  41.84218005
  41.84197282  41.8417907   41.84164638  41.84151461  41.84139539
  41.84126968  41.84113127  41.84103061  41.84088555  41.84076194
  41.84063822  41.84056031  41.84066739  41.84056137  41.84050344
  41.84060011  41.84050284  41.84045995  41.8404185   41.84039396
  41.84036949  41.84036528  41.84034815  41.84026856  41.84010499
  41.83965163  41.83951204  41.83945658  41.83942819  41.83940984
  41.83937314  41.83933868  41.83930263  41.83927494  41.83924284
  41.83921297  41.83914391  41.8391245   41.83910082  41.8390848
  41.83863502  41.83863857  41.83896006  41.83958214  41.83982733
  41.83982857  41.83955437  41.83887987  41.83855128  41.83852105
  41.83843917  41.83829878  41.8381584   41.83802381  41.83784276
  41.83764982  41.83745682  41.83729306  41.83709982  41.83686571
  41.83665489  41.83657304  41.83644402  41.83630908  41.83612129
  41.83595673  41.83568067  41.83546301  41.83522162  41.8350685
  41.83499197  41.83481067  41.83458974  41.83442211  41.83426404
  41.83403573  41.83379558  41.8336019   41.83344333  41.83334931
  41.83325504  41.83319605  41.8331368   41.83307736  41.83303545
  41.83302271  41.83302182  41.83300933  41.83296757  41.83291417
  41.83283754  41.83273158  41.83260234  41.832473    41.83233211
  41.83223859  41.83206338  41.83185315  41.83177132  41.83163084
  41.8314905   41.83136625  41.83136621  41.83133289  41.83123395
  41.83123284  41.8312382   41.83123285  41.83123287  41.831233
  41.83121712  41.83120931  41.83120197  41.8311984   41.83118622
  41.82977587  41.82974684  41.82971691  41.82949383  41.82879669
  41.82879496  41.82872978  41.8287261   41.82860044  41.82828827
  41.82828304  41.82805426  41.82790661  41.82753626  41.82730778
  41.82676635  41.82659407  41.82636769  41.82597292  41.82572274
  41.82526241  41.82484023  41.82408939  41.8238908   41.82388478
  41.82386899  41.82385938  41.82385537  41.82384759  41.82383814
  41.82383411  41.82383012  41.82382323  41.82382029  41.82381705
  41.82381292  41.82380911  41.82380523  41.82379527  41.82379027
  41.82378341  41.82377527  41.82376739  41.82376592  41.82376514
  41.82375582  41.82374167  41.82374128  41.82373962  41.82373573
  41.82373411  41.82372868  41.82372485  41.82372311  41.82372101
  41.82371874  41.82371376  41.82371101  41.8237081   41.8237049
  41.82369902  41.82369678  41.82369022  41.82368758  41.82368504
  41.82368384  41.82368149  41.82525935  41.82545398  41.82568941
  41.82588558  41.82733018  41.82742323  41.82751006  41.8275824
  41.82763877  41.82767939  41.8278556   41.8280297   41.82825495
  41.82848127  41.82864606  41.82874005  41.82884279  41.82907433
  41.82919032  41.82931795  41.82958984  41.82989077  41.8301564
  41.83036986  41.83064139  41.83083275  41.83097495  41.83097286
  41.83097147  41.8309712   41.83097101  41.83097091  41.83097085
  41.83105963  41.83175301  41.83277232  41.83297646  41.83320907
  41.83348045  41.8341601   41.83416452  41.8345351   41.83461359
  41.83462483  41.83481301  41.83482638  41.83581138  41.83620399
  41.83703485  41.83756813  41.83826567  41.83835303  41.83909986
  41.83928555  41.8395089   41.83980429  41.84033848  41.84086398
  41.8413283   41.84171396  41.84183508  41.84190821  41.84201589
  41.84233716  41.84278617  41.84334448  41.84376221  41.84427567
  41.84434629  41.84479973  41.84541345  41.84554483  41.84554484
  41.84554552  41.84555306  41.84555661  41.84556187  41.84556619
  41.84557079  41.84557358  41.84557629  41.84557972  41.84558511
  41.84558903  41.84559649  41.84559832  41.8455995   41.84559965
  41.84560028  41.84560048  41.84560095  41.84560626  41.84561024
  41.8456136   41.84562202  41.84562674  41.84563049  41.84563172
  41.84563828  41.8456419   41.84566047  41.84568496  41.84568719
  41.8457102   41.84572626  41.8457232   41.84566818  41.8456551
  41.84564451  41.84564438  41.84564328  41.84564215  41.84563904
  41.84563194  41.84561787  41.84559688  41.84557188  41.84555038
  41.84552605  41.84523119  41.84520024  41.84517805  41.84515917
  41.84514163  41.84512805  41.84511444  41.84510423  41.84509598
  41.84509312  41.84509217  41.84510687  41.84510993  41.84516622
  41.84516647  41.84516643  41.84516639  41.84522518  41.84526623
  41.84526655  41.84526644  41.84526645  41.8452665   41.84521773
  41.84515338  41.8446925 ]",46004621.1581,DOUGLAS,35
1,"[-87.59215284 -87.59230805 -87.59489183 -87.59526147 -87.59595945
 -87.59607134 -87.5961924  -87.59624881 -87.59639985 -87.59646347
 -87.59680433 -87.59688282 -87.59751    -87.59803784 -87.59819531
 -87.59853718 -87.59888197 -87.59910937 -87.59941678 -87.59959064
 -87.60003319 -87.60030288 -87.6006301  -87.60095721 -87.60119172
 -87.60140216 -87.60158105 -87.60185178 -87.60218625 -87.60248283
 -87.6025826  -87.6027552  -87.60305125 -87.60322879 -87.60332429
 -87.60361967 -87.60406371 -87.60430643 -87.60453794 -87.60485774
 -87.60513269 -87.60535825 -87.60555376 -87.6056227  -87.60581879
 -87.60596189 -87.60605517 -87.60612422 -87.60633725 -87.60670813
 -87.60671188 -87.60671661 -87.60672121 -87.60672652 -87.60672785
 -87.60672985 -87.60673502 -87.60674253 -87.60674519 -87.60674736
 -87.60674997 -87.60675298 -87.60675343 -87.60675283 -87.60676036
 -87.60676659 -87.6067717  -87.6067717  -87.60679873 -87.60680355
 -87.60680628 -87.60680883 -87.6068202  -87.60682338 -87.60683297
 -87.60684469 -87.60684691 -87.60685265 -87.60685533 -87.60685919
 -87.6064372  -87.60687306 -87.60687961 -87.60691604 -87.60702859
 -87.60732734 -87.60833774 -87.60958707 -87.60984137 -87.61213605
 -87.61262427 -87.61257695 -87.61237128 -87.61225564 -87.61212793
 -87.61205794 -87.61194858 -87.61188697 -87.61184009 -87.61168992
 -87.61162668 -87.61152418 -87.61148308 -87.61141941 -87.61141795
 -87.61133107 -87.61129609 -87.61129507 -87.61127693 -87.61127645
 -87.61108241 -87.61102002 -87.61100978 -87.61100083 -87.61063336
 -87.60939574 -87.60903306 -87.60828613 -87.60749036 -87.60721396
 -87.60686721 -87.60670209 -87.60620268 -87.60604988 -87.60583494
 -87.60295002 -87.60279793 -87.6027102  -87.60270769 -87.60267    -87.60259418
 -87.60250239 -87.6023947  -87.60224025 -87.60208561 -87.60193089
 -87.60172188 -87.6016369  -87.60148273 -87.60141216 -87.60122862
 -87.60098981 -87.60080128 -87.60066617 -87.60029644 -87.60016478
 -87.60006472 -87.599972   -87.59982465 -87.59958432 -87.59939048
 -87.5992122  -87.59903372 -87.59887081 -87.59870022 -87.59856048
 -87.598413   -87.5982577  -87.59807963 -87.59794785 -87.59784746
 -87.59775488 -87.5976396  -87.59757849 -87.59754102 -87.5975111
 -87.59748158 -87.59748319 -87.5975083  -87.59754117 -87.59758171
 -87.59762253 -87.59766381 -87.59769708 -87.59767631 -87.59766222
 -87.59763283 -87.5975573  -87.59753499 -87.5974666  -87.59741324
 -87.5973375  -87.59732837 -87.59729959 -87.59727825 -87.59727125
 -87.59725719 -87.59725377 -87.59724842 -87.59724516 -87.59724612
 -87.59724686 -87.59725274 -87.59725282 -87.59726959 -87.59728128
 -87.5973009  -87.59732848 -87.597338   -87.59733803 -87.59734467
 -87.59734777 -87.59734363 -87.59732274 -87.59732812 -87.59732679
 -87.59728739 -87.59726264 -87.5972511  -87.59724778 -87.59726183
 -87.59727447 -87.59727092 -87.5972012  -87.59719629 -87.59719642
 -87.59719811 -87.59720558 -87.59719509 -87.59712817 -87.59712059
 -87.597113   -87.59710256 -87.59709295 -87.5970575  -87.59704253
 -87.59704019 -87.59702019 -87.59700357 -87.59698474 -87.59696221
 -87.59693101 -87.59686817 -87.5968535  -87.59683978 -87.59682525
 -87.5967882  -87.59674606 -87.59667921 -87.59663882 -87.59658974
 -87.59654625 -87.59648244 -87.59641795 -87.59636136 -87.59632287
 -87.59630979 -87.59620353 -87.59615369 -87.5961126  -87.59606337
 -87.59597399 -87.59594525 -87.59590253 -87.59586212 -87.59582479
 -87.59580055 -87.59577913 -87.59575673 -87.59571049 -87.59569475
 -87.59569445 -87.59570056 -87.59571319 -87.59573031 -87.5957158
 -87.5956882  -87.59567683 -87.59564573 -87.59554193 -87.59548985
 -87.59511506 -87.59491137 -87.59478675 -87.59468794 -87.59462069
 -87.59456929 -87.59450231 -87.59444045 -87.59432687 -87.59423372
 -87.59414061 -87.59404252 -87.59391314 -87.59379943 -87.59370126
 -87.59364451 -87.59359823 -87.59355217 -87.59348515 -87.59341794
 -87.59334549 -87.59325737 -87.59314325 -87.59305518 -87.59295669
 -87.59286875 -87.59278089 -87.59268267 -87.59261565 -87.59256434
 -87.592508   -87.59244632 -87.59238994 -87.59234393 -87.59229285
 -87.59223669 -87.59219104 -87.59218156 -87.59217268 -87.59217492
 -87.59216635 -87.59215576 -87.59215284]","[ 41.81692935  41.81693211  41.81694067  41.81694276  41.81683314
  41.81683283  41.81683292  41.81683294  41.8168171   41.81690773
  41.81692682  41.81692798  41.81692105  41.81691521  41.81691341
  41.81690951  41.81690494  41.81690192  41.81689547  41.81689182
  41.81688969  41.81688819  41.81688394  41.81687969  41.81687762
  41.81687627  41.81687508  41.8168704   41.81686463  41.81686205
  41.8168613   41.81686002  41.81685704  41.81685519  41.8168542
  41.81685069  41.81684564  41.81684287  41.81683997  41.81683595
  41.81683236  41.81683017  41.81682828  41.81682789  41.81682677
  41.8168254   41.81682446  41.81682371  41.8168202   41.81681377
  41.81707958  41.81729097  41.81750714  41.81768783  41.81773293
  41.81780091  41.81794403  41.81815212  41.81830999  41.81843915
  41.81861839  41.81882503  41.8190396   41.81907882  41.81934471
  41.81947749  41.81957187  41.81957187  41.82007061  41.82026932
  41.82038205  41.8204872   41.82095602  41.82108691  41.82150287
  41.82201181  41.82212654  41.8224246   41.82272857  41.82316571
  41.82330608  41.8239648   41.82396315  41.82396006  41.82395795
  41.82394892  41.82393686  41.82392333  41.82392074  41.82389732
  41.8238908   41.82408939  41.82484023  41.82526241  41.82572274
  41.82597292  41.82636769  41.82659407  41.82676635  41.82730778
  41.82753626  41.82790661  41.82805426  41.82828304  41.82828827
  41.82860044  41.8287261   41.82872978  41.82879496  41.82879669
  41.82949383  41.82971691  41.82974684  41.82977587  41.83118622
  41.8311984   41.83120197  41.83120931  41.83121712  41.831233
  41.83123287  41.83123285  41.8312382   41.83123284  41.83123395
  41.83133289  41.83136621  41.83136625  41.83135007  41.83122707
  41.83102199  41.83084603  41.83069336  41.8305287   41.83038158
  41.83024029  41.83006359  41.82997537  41.82978733  41.82969435
  41.8294525   41.82914701  41.82891085  41.82874159  41.82826574
  41.82815967  41.82802459  41.82793046  41.82783015  41.82765909
  41.8275234   41.82739365  41.82728145  41.82717518  41.82705718
  41.82697445  41.82688582  41.82679714  41.82664986  41.82655548
  41.82644962  41.8263438   41.82617354  41.82605039  41.82590986
  41.82579275  41.82564057  41.82550029  41.82535431  41.82521422
  41.82508588  41.82493415  41.82474151  41.82456635  41.8243324
  41.82419785  41.82403399  41.82380552  41.823706    41.82353604
  41.82341879  41.82320786  41.82311162  41.82306149  41.82300317
  41.82297349  41.82292016  41.82289818  41.82285259  41.8228169
  41.82279715  41.8227966   41.82279609  41.8227961   41.82279784
  41.82280286  41.82281945  41.82284542  41.82284713  41.82284711
  41.82284169  41.82282689  41.82280436  41.82277019  41.82274937
  41.82273674  41.82271728  41.8227001   41.82268247  41.82265226
  41.82264302  41.82262828  41.82261783  41.82261379  41.82261351
  41.82260253  41.82258279  41.82257131  41.82256693  41.82253898
  41.8225285   41.82251802  41.82246911  41.82241142  41.82236673
  41.82232877  41.82227661  41.82222928  41.82220722  41.82218515
  41.82216634  41.8221354   41.82204828  41.82198452  41.82196467
  41.82195207  41.82191989  41.82188339  41.82182643  41.82176525
  41.82169413  41.8216472   41.82158148  41.82151026  41.82145446
  41.82141964  41.82140803  41.8213327   41.82126378  41.8212004
  41.82114245  41.82100247  41.82094959  41.82089937  41.82084039
  41.8207688   41.82070717  41.82065544  41.82062511  41.82056224
  41.82052756  41.82048914  41.82046887  41.82045523  41.82043394
  41.82041957  41.8203947   41.82036279  41.82032308  41.82022581
  41.82016016  41.81981362  41.81977924  41.81974727  41.81973495
  41.81969556  41.8196368   41.81957404  41.8195191   41.81943267
  41.81938142  41.81932628  41.81925164  41.81918068  41.81910593
  41.81903907  41.81899196  41.81894102  41.8188706   41.81881174
  41.81876845  41.81872903  41.8186934   41.81865371  41.81861418
  41.81857459  41.81852338  41.81846438  41.81840142  41.81834255
  41.818276    41.81819382  41.8181233   41.81804503  41.81797071
  41.81788468  41.81778693  41.81768145  41.81759958  41.81746707
  41.8172723   41.81711253  41.81696891  41.81692935]",16913961.0408,OAKLAND,36
2,"[-87.62879824 -87.6287942  -87.62879454 -87.6287948  -87.62882429
 -87.62884484 -87.62884901 -87.62884198 -87.62883244 -87.628817
 -87.62880937 -87.62868513 -87.62868321 -87.62867997 -87.62866037
 -87.62865751 -87.62865532 -87.62865321 -87.62864917 -87.62861133
 -87.62858277 -87.62855837 -87.62855541 -87.62862832 -87.62888586
 -87.62934093 -87.62956593 -87.62972176 -87.62984094 -87.63020466
 -87.630388   -87.63051326 -87.63067188 -87.63076859 -87.6308785
 -87.63096658 -87.63116502 -87.63139708 -87.63156779 -87.6316631
 -87.63178164 -87.6320409  -87.63214028 -87.63234348 -87.63268375
 -87.63299844 -87.6331945  -87.63356572 -87.63363126 -87.63381153
 -87.63402814 -87.63421212 -87.63513648 -87.63536213 -87.63540431
 -87.63541047 -87.6354575  -87.63545876 -87.63546089 -87.63546859
 -87.63547026 -87.6354735  -87.63547356 -87.63547941 -87.635485
 -87.63549119 -87.63549365 -87.63550115 -87.63550551 -87.6355073
 -87.63551386 -87.63551317 -87.63550545 -87.63550079 -87.63549168
 -87.63549541 -87.63551175 -87.63552517 -87.63553118 -87.63553915
 -87.63556416 -87.63556664 -87.63557708 -87.63559567 -87.63560235
 -87.63563364 -87.63568358 -87.6356993  -87.635705   -87.63570849
 -87.63570849 -87.63571177 -87.63571705 -87.63572557 -87.63573061
 -87.63575089 -87.63576323 -87.63578605 -87.63579797 -87.63580741
 -87.63581925 -87.63583922 -87.63585101 -87.63585956 -87.63587012
 -87.63587829 -87.6358954  -87.63590686 -87.63591449 -87.63591792
 -87.63582301 -87.63577435 -87.63582148 -87.63582519 -87.63582989
 -87.63583112 -87.63583295 -87.63583303 -87.63583404 -87.63583417
 -87.63583425 -87.6358522  -87.63586155 -87.636248   -87.6363796
 -87.63629616 -87.63627014 -87.63624594 -87.63622496 -87.6362058
 -87.63620032 -87.6361894  -87.63617574 -87.63616004 -87.63615801
 -87.6361553  -87.63615646 -87.63620539 -87.6362229  -87.63622193
 -87.6362196  -87.63621589 -87.63621125 -87.63616198 -87.6360886
 -87.63599732 -87.63599578 -87.63597447 -87.63583314 -87.63571575
 -87.6358224  -87.63588787 -87.63603555 -87.63603637 -87.63603697
 -87.63603779 -87.63604863 -87.63605623 -87.63605751 -87.63605739
 -87.6360534  -87.63603338 -87.63606627 -87.63606977 -87.63607014
 -87.63607619 -87.63607677 -87.63608156 -87.6361052  -87.63607724
 -87.6360869  -87.6360933  -87.63609887 -87.63611352 -87.63611788
 -87.63608709 -87.63603945 -87.63573974 -87.63545371 -87.63510829
 -87.63476387 -87.63447029 -87.63409378 -87.63396392 -87.63376316
 -87.63349471 -87.633417   -87.63323653 -87.63291061 -87.63270489
 -87.63265352 -87.63265349 -87.63254637 -87.63214403 -87.6317987
 -87.63161506 -87.63133938 -87.63101651 -87.63089981 -87.63064546
 -87.63044774 -87.63029645 -87.63003252 -87.62992376 -87.62984938
 -87.62964086 -87.62946599 -87.62938412 -87.62935652 -87.62935396
 -87.62935304 -87.6293504  -87.62936279 -87.62935664 -87.62935088
 -87.62933937 -87.6293329  -87.62932396 -87.62931444 -87.62931154
 -87.62931004 -87.6293018  -87.62929101 -87.62927752 -87.62927512
 -87.62927309 -87.62927104 -87.62926611 -87.62926152 -87.62925943
 -87.62925898 -87.62925514 -87.62919497 -87.62919218 -87.62919071
 -87.62918785 -87.62918254 -87.62917071 -87.6291585  -87.62914725
 -87.62913751 -87.62912559 -87.62912361 -87.6291219  -87.62911882
 -87.62911881 -87.62911569 -87.6290936  -87.62906844 -87.62906576
 -87.62906576 -87.62906356 -87.62906217 -87.62904526 -87.62902609
 -87.62902279 -87.62901979 -87.6290172  -87.62899826 -87.62899604
 -87.62899604 -87.62899376 -87.62897295 -87.62897175 -87.6289733
 -87.62897715 -87.62898328 -87.62899069 -87.62899628 -87.62900049
 -87.62900332 -87.62900432 -87.62900441 -87.62900271 -87.62900622
 -87.62901066 -87.62901692 -87.6290241  -87.62903212 -87.62903786
 -87.62904083 -87.62904152 -87.62903528 -87.62901812 -87.62901592
 -87.62901591 -87.62901287 -87.62900916 -87.62899232 -87.62897918
 -87.62898264 -87.62898122 -87.62896623 -87.62896631 -87.62899002
 -87.62901711 -87.62902478 -87.6290206  -87.62901098 -87.62899716
 -87.62898823 -87.62897771 -87.62896763 -87.62896479 -87.628956
 -87.62893973 -87.62893259 -87.62892825 -87.62892101 -87.62891496
 -87.62891067 -87.6288965  -87.62884605 -87.6288301  -87.62882185
 -87.62880808 -87.62879824]","[ 41.80189303  41.8017591   41.80160233  41.80149428  41.80127217
  41.8010284   41.80089807  41.80057798  41.80031824  41.79959366
  41.79936961  41.79937022  41.79928058  41.79912938  41.7984497
  41.79833443  41.79824061  41.79814093  41.79796561  41.79652395
  41.79561576  41.79470519  41.79459928  41.79459764  41.79459182
  41.79458415  41.7945831   41.79458237  41.79458219  41.79458165
  41.79457712  41.79456321  41.79454862  41.7945461   41.79454323
  41.79454094  41.79453576  41.79453467  41.79453386  41.79453341
  41.79453285  41.79453163  41.79453116  41.79452775  41.79452204
  41.79451456  41.7945099   41.79450771  41.79450695  41.79450472
  41.79450224  41.79449893  41.79448231  41.79447791  41.79447709
  41.79447696  41.79447605  41.79452881  41.79458611  41.79480604
  41.79486265  41.79497969  41.7949817   41.795203    41.79540576
  41.7955955   41.79566515  41.79607169  41.79621957  41.79626623
  41.79646386  41.79661205  41.79669021  41.79695055  41.79715666
  41.79765751  41.79830663  41.79867513  41.79883983  41.79916164
  41.79972918  41.79979643  41.80010179  41.8005012   41.800646
  41.80088906  41.80118746  41.80147193  41.80166441  41.80176526
  41.80176528  41.80188605  41.80207544  41.80238902  41.8027266
  41.80339289  41.80390375  41.80471688  41.80518211  41.80553755
  41.80600929  41.80661967  41.80705506  41.80732302  41.80766029
  41.80796358  41.80837258  41.8088378   41.80889514  41.80904429
  41.80904621  41.8090472   41.80942243  41.80948423  41.80960533
  41.80968265  41.8097975   41.80980233  41.80980232  41.80980232
  41.80980231  41.8105121   41.81091841  41.81091094  41.81090839
  41.81124587  41.81136234  41.81147917  41.81159636  41.81171356
  41.81175435  41.81183112  41.8119487   41.81221309  41.81240037
  41.81260789  41.81266969  41.81475422  41.81542324  41.81551208
  41.81560057  41.81568905  41.81577787  41.8163467   41.81634802
  41.81634967  41.8163497   41.81635008  41.81635157  41.81635268
  41.81725664  41.8181538   41.81815202  41.81820377  41.81823762
  41.81828371  41.8186371   41.81895102  41.81900283  41.81900426
  41.81905202  41.81905246  41.81974408  41.81981761  41.81982552
  41.81995265  41.81996496  41.82027242  41.82179094  41.82179134
  41.82212701  41.82250954  41.82288313  41.82339331  41.82358578
  41.82358646  41.82358752  41.82359419  41.82359777  41.82360138
  41.82360302  41.82360629  41.82361124  41.82361329  41.82361592
  41.82361924  41.82362012  41.82362269  41.82362733  41.82363122
  41.82363129  41.8236313   41.8236307   41.82362844  41.82363706
  41.82364113  41.82364552  41.82365066  41.82365252  41.82365657
  41.82365969  41.82366185  41.82366563  41.82366719  41.82366825
  41.82367186  41.82367488  41.82367606  41.82367646  41.82357574
  41.82353492  41.82335686  41.82327221  41.82320631  41.82314522
  41.8230244   41.82269402  41.8223794   41.8220761   41.82192275
  41.82184967  41.82155598  41.82115903  41.82075828  41.82060047
  41.82049206  41.82038639  41.82016716  41.82004124  41.81993969
  41.81989681  41.81978701  41.81946111  41.81925493  41.81916081
  41.81906383  41.81887924  41.81845175  41.81801774  41.81757962
  41.81717134  41.81671092  41.81659805  41.81654521  41.81645051
  41.81645025  41.81635822  41.81565418  41.81472783  41.81463726
  41.81463725  41.81454531  41.81450482  41.81391367  41.81323606
  41.81311838  41.81301042  41.81291733  41.81221845  41.81212856
  41.81212851  41.81204382  41.81126431  41.81120633  41.81114871
  41.81109077  41.81103317  41.81098416  41.8109348   41.81088543
  41.81083605  41.81078666  41.81073692  41.81068271  41.81061275
  41.8105428   41.8104732   41.81040361  41.81034123  41.81027849
  41.81021607  41.8101533   41.80992755  41.80927533  41.80918373
  41.8091836   41.80908492  41.80896312  41.80882649  41.80847754
  41.80837122  41.80833314  41.80785966  41.8077691   41.8076135
  41.80740099  41.80724461  41.80708233  41.80670459  41.80624998
  41.80597687  41.80563995  41.80513665  41.80501932  41.80465016
  41.80416775  41.80381507  41.80362535  41.80336562  41.80329012
  41.80322114  41.80313427  41.80288457  41.80275069  41.8026666
  41.80224938  41.80189303]",19916704.8692,FULLER PARK,37
